latitude,longitude,Home Type,first_name,last_name,company_name,address,city,county,state,zip,phone1,NEM1,NEM2,NEM3,NEM4,NEM5
37.2809,-122.01,Single Family,Justine,Mugnolo,Evans Rule Company,38064 E Main St,New York,New York,NY,10048,212-304-9227,100,82,60,70,30
37.2809,-122.01,Single Family,Eladia,Saulter,Tyee Productions Inc,3960 S Dupont Hwy #7,Ramsey,Bergen,NJ,7446,201-474-4926,80,78,64,70,23
32.665,-116.99,Single Family,Chaya,Malvin,Dunnells & Duvall,562 Civic Center Dr,Ann Arbor,Washtenaw,MI,48103,734-928-5184,75,77,50,70,34
32.665,-116.99,Single Family,Gwenn,Suffield,Deltam Systems Inc,3272 Dequindre Rd,Deer Park,Suffolk,NY,11729,631-258-6560,74,62,60,54,50
37.9796,-121.32,Single Family,Salena,Karpel,Hammill Mfg Co,3 Garfield Ave #7,Canton,Stark,OH,44707,330-791-8559,97,86,59,47,31
37.9796,-121.32,Single Family,Yoko,Fishburne,Sams Corner Store,9124 Carpenter Ave,New Haven,New Haven,CT,6511,203-506-4708,84,80,53,59,48
37.9796,-121.32,Single Family,Taryn,Moyd,"Siskin, Mark J Esq",50 Lenox St,Fairfax,Fairfax City,VA,22030,703-322-4043,84,80,72,54,34
37.9796,-121.32,Commercial,Katina,Polidori,Cape & Associates Real Estate,7 Little River Tpke,Wilmington,Middlesex,MA,1887,978-626-2980,82,85,66,67,33
40.7939,-124.18,Single Family,Rickie,Plumer,Merrill Lynch,5 N Groesbeck Hwy,Toledo,Lucas,OH,43613,419-693-1336,80,89,57,47,20
36.6434,-121.79,Single Family,Alex,Loader,"Sublett, Scott Esq",39 N Elm St #916,Tacoma,Pierce,WA,98409,253-660-7823,87,61,75,64,21
37.8647,-122.08,Single Family,Lashon,Vizarro,Sentry Signs,435 Westminster Blvd #590,Roseville,Placer,CA,95661,916-741-7886,74,87,79,66,33
37.8647,-122.08,Single Family,Lauran,Burnard,Professionals Unlimited,66697 Park Pl #3226,Riverton,Fremont,WY,82501,307-342-7797,76,87,73,51,27
37.81,-121.61,Single Family,Ceola,Setter,Southern Steel Shelving Co,96263 Greenwood Pl,Warren,Knox,ME,4864,207-627-7567,95,80,65,60,25
37.93,-122.04,Single Family,My,Rantanen,"Bosco, Paul J",10 Mcarthur Ln,Richboro,Bucks,PA,18954,215-491-5635,71,90,55,40,28
36.7201,-120.6,Single Family,Lorrine,Worlds,"Longo, Nicholas J Esq",10 Fair Lawn Ave,Tampa,Hillsborough,FL,33614,813-769-2941,89,77,64,47,33
37.71,-121.4,Single Family,Peggie,Sturiale,Henry County Middle School,11 N 14th St,El Cajon,San Diego,CA,92020,619-608-1765,75,72,80,59,35
34.6253,-120.12,Single Family,Marvel,Raymo,Edison Supply & Equipment Co,11 Vanowen St,College Station,Brazos,TX,77840,979-718-8970,100,69,75,55,46
34.6253,-120.12,Single Family,Daron,Dinos,"Wolf, Warren R Esq",20 Waterloo Geneva Rd,Highland Park,Lake,IL,60035,847-233-3077,99,67,67,59,33
38.3453,-122.3,Single Family,An,Fritz,Linguistic Systems Inc,508 S Hacienda Dr,Atlantic City,Atlantic,NJ,8401,609-228-5267,94,90,64,59,24
38.3453,-122.3,Multi-family,Portia,Stimmel,Peace Christian Center,3734 Sherman Ave,Bridgewater,Somerset,NJ,8807,908-722-7130,73,72,68,54,39
40.8801,-123.98,Multi-family,Rhea,Aredondo,Double B Foods Inc,25659 Live Oak St,Brooklyn,Kings,NY,11226,718-560-9539,71,60,74,67,37
36.5991,-121.88,Multi-family,Benedict,Sama,Alexander & Alexander Inc,4925 Carey Ave,Saint Louis,Saint Louis City,MO,63104,314-787-1590,79,76,64,53,23
37.26,-121.9,Single Family,Alyce,Arias,Fairbanks Scales,3198 S Rider Trl,Stockton,San Joaquin,CA,95207,209-317-1803,73,65,75,41,21
37.6326,-122.1,Single Family,Heike,Berganza,Cali Sportswear Cutting Dept,5 Railway Ave #75,Little Falls,Passaic,NJ,7424,973-936-5097,80,84,57,45,26
37.6326,-122.1,Single Family,Carey,Dopico,"Garofani, John Esq",87393 E Highland Rd,Indianapolis,Marion,IN,46220,317-578-2455,86,70,50,62,26
37.6326,-122.1,Single Family,Dottie,Hellickson,Thompson Fabricating Co,69 E Chestnut Hill Rd,Seattle,King,WA,98133,206-540-6078,86,65,65,46,36
37.9631,-122.05,Multi-family,Deandrea,Hughey,Century 21 Krall Real Estate,35 Lewis Rd #46,Burlington,Alamance,NC,27215,336-822-7654,82,80,61,58,26
37.9631,-122.05,Single Family,Kimberlie,Duenas,Mid Contntl Rlty & Prop Mgmt,8102 Jacksonville Rd #7,Hays,Ellis,KS,67601,785-629-8544,76,71,59,47,28
37.9631,-122.05,Single Family,Martina,Staback,Ace Signs Inc,9 W Wabansia Ave #227,Orlando,Orange,FL,32822,407-471-6910,73,62,74,57,20
38.45,-120.47,Single Family,Skye,Fillingim,Rodeway Inn,27 Minters Chapel Rd #9,Minneapolis,Hennepin,MN,55401,612-508-2657,84,89,51,43,40
38.3424,-120.93,Single Family,Jade,Farrar,Bonnet & Daughter,6884 Torresdale Ave,Columbia,Richland,SC,29201,803-352-5389,84,86,54,47,49
37.88,-122.24,Single Family,Charlene,Hamilton,Oshins & Gibbons,987 E 6th Ave,Santa Rosa,Sonoma,CA,95407,707-300-1773,93,73,57,43,41
37.88,-122.24,Single Family,Geoffrey,Acey,Price Business Services,9 West Ave #1,Palatine,Cook,IL,60067,847-222-1736,87,88,59,42,47
39.5318,-122.19,Single Family,Stevie,Westerbeck,"Wise, Dennis W Md",26661 N 13th St,Costa Mesa,Orange,CA,92626,949-867-4079,96,65,57,61,27
37.9941,-122.13,Commercial,Pamella,Fortino,Super 8 Motel,671 Packerland Dr #1438,Denver,Denver,CO,80212,303-404-2212,98,80,68,57,39
37.9941,-122.13,Single Family,Harrison,Haufler,John Wagner Associates,761 Eldora St,New Haven,New Haven,CT,6515,203-801-6195,70,75,70,46,34
39.3396,-121.2,Single Family,Johnna,Engelberg,Thrifty Oil Co,7 S Colorado Blvd #449,Bothell,Snohomish,WA,98021,425-986-7575,79,73,73,58,45
38.96,-122.84,Single Family,Buddy,Cloney,Larkfield Photo,946 Gaither Dr,Strongsville,Cuyahoga,OH,44136,440-989-5828,77,86,52,64,32
38.45,-121.3,Single Family,Dalene,Riden,Silverman Planetarium,66552 Malone Rd,Plaistow,Rockingham,NH,3865,603-315-6841,90,64,80,52,28
38.34,-121.12,Single Family,Jerry,Zurcher,J & F Lumber,79 Massillon Rd #822,Satellite Beach,Brevard,FL,32937,321-518-5940,84,87,56,46,39
38.4,-121.22,Single Family,Haydee,Denooyer,Cleaning Station Inc,25348 New Rd,New York,New York,NY,10016,212-792-8660,72,66,64,56,35
38.34,-121.11,Single Family,Joseph,Cryer,Ames Stationers,62 Fillmore Ave,Huntington Beach,Orange,CA,92647,714-584-2239,81,76,78,44,36
34.6253,-120.19,Single Family,Deonna,Kippley,Midas Muffler Shops,59 Haven Ave #90,Southfield,Oakland,MI,48075,248-913-4679,76,82,79,53,42
34.6253,-120.19,Single Family,Raymon,Calvaresi,Seaboard Securities Inc,6540 E Pomona St #60,Indianapolis,Marion,IN,46222,317-825-4726,82,61,51,49,40
39.3319,-121.1,Single Family,Alecia,Bubash,"Petersen, James E Esq",6537 Joyce St,Wichita Falls,Wichita,TX,76301,940-276-7924,96,63,62,61,25
34.2825,-118.9,Single Family,Ma,Layous,Development Authority,78112 Morris Ave,North Haven,New Haven,CT,6473,203-721-3390,70,84,53,60,22
34.2825,-118.9,Multi-family,Detra,Coyier,Schott Fiber Optics Inc,96950 Hidden Ln,Aberdeen,Harford,MD,21001,410-739-9279,100,87,79,57,49
34.2825,-118.9,Multi-family,Terrilyn,Rodeigues,Stuart J Agins,3720 S Main St,New Orleans,Orleans,LA,70130,504-463-4386,86,84,69,50,32
34.2825,-118.9,Multi-family,Salome,Lacovara,Mitsumi Electronics Corp,9679 Commerce Dr,Richmond,Richmond City,VA,23219,804-550-5099,77,82,69,44,46
38.94,-122.85,Single Family,Garry,Keetch,Italian Express Franchise Corp,7 Green Pond Rd #4,Southampton,Bucks,PA,18966,215-979-8778,100,78,77,61,34
40.77,-124.07,Single Family,Matthew,Neither,American Council On Sci & Hlth,638 Commerce Dr #42,Shakopee,Scott,MN,55379,952-651-7599,87,85,67,61,48
37.86,-121.88,Single Family,Theodora,Restrepo,"Kleri, Patricia S Esq",42746 Hamann Industrial Pky #82,Miami,Miami-Dade,FL,33136,305-936-8228,92,68,71,46,48
36.65,-120.73,Single Family,Noah,Kalafatis,Twiggs Abrams Blanchard,1952 5th Ave,Milwaukee,Milwaukee,WI,53209,414-263-5289,78,89,64,48,24
37.9916,-121.35,Multi-family,Carmen,Sweigard,Maui Research & Technology Pk,61306 N French Rd,Somerset,Somerset,NJ,8873,732-941-2623,85,79,67,64,45
37.9916,-121.35,Single Family,Lavonda,Hengel,Bradley Nameplate Corp,89 Imperial Ct #79,Fargo,Cass,ND,58102,701-898-2156,92,84,66,49,35
40.7828,-124.11,Single Family,Junita,Stoltzman,Geonex Martel Inc,96 W Dodge Rd,Carson City,Carson City,NV,89701,775-638-9965,78,84,77,70,28
38.09,-121.37,Single Family,Herminia,Nicolozakes,Sea Island Div Of Fstr Ind Inc,6 58th St #3519,Scottsdale,Maricopa,AZ,85254,602-954-5143,98,87,78,61,36
34.1316,-119.14,Single Family,Casie,Good,"Papay, Debbie J Esq",5223 Bear Valley Rd,Nashville,Davidson,TN,37211,615-390-2253,87,89,72,54,33
34.1316,-119.14,Single Family,Reena,Maisto,Lane Promotions,9650 S Main,Salisbury,Wicomico,MD,21801,410-351-1865,87,71,56,54,46
34.28,-118.9,Single Family,Mirta,Mallett,Stephen Kennerly Archts Inc Pc,9 S San Marcos Rd,New York,New York,NY,10004,212-870-1288,98,66,52,61,47
39.2262,-121.42,Single Family,Cathrine,Pontoriero,Business Systems Of Wis Inc,814 S Haven St,Amarillo,Randall,TX,79109,806-703-1437,85,78,69,47,50
36.72,-120.75,Commercial,Filiberto,Tawil,"Flash, Elena Salerno Esq",3884 W Congress St #799,Los Angeles,Los Angeles,CA,90016,323-765-2530,82,76,78,48,32
38.0581,-121.38,Single Family,Raul,Upthegrove,"Neeley, Gregory W Esq",6 E Colonial Dr,La Mesa,San Diego,CA,91942,619-509-5284,98,63,63,64,32
37.9259,-122.37,Single Family,Sarah,Candlish,Alabama Educational Tv Comm,47 2nd Ave #9759,Atlanta,Fulton,GA,30328,770-732-1196,89,69,67,45,24
37.9059,-122.21,Single Family,Lucy,Treston,Franz Inc,57256 Brickell Ave #372,Worcester,Worcester,MA,1602,508-769-5252,81,60,54,41,23
38.42,-122.78,Single Family,Judy,Aquas,Plantation Restaurant,8979 Connecticut Ave Nw #3,Niles,Berrien,MI,49120,269-756-7224,78,63,80,52,43
37.2341,-121.9,Single Family,Yvonne,Tjepkema,Radio Communications Co,11 Waydell St,Fairfield,Essex,NJ,7004,973-714-1723,84,78,52,48,20
37.2341,-121.9,Single Family,Kayleigh,Lace,Dentalaw Divsn Hlth Care,45 Huey P Long Ave,Lafayette,Lafayette,LA,70508,337-740-9325,84,77,80,70,23
37.2341,-121.9,Single Family,Felix,Hirpara,American Speedy Printing Ctrs,7565 Cornwall Rd #4462,Denver,Lancaster,PA,17517,717-491-5645,77,77,56,50,50
37.2341,-121.9,Single Family,Tresa,Sweely,"Grayson, Grant S Esq",24 Bridle Ln,Valley Park,Saint Louis,MO,63088,314-359-9568,76,71,70,47,30
35.6002,-121.12,Single Family,Kristeen,Turinetti,Jeanerette Middle School,70099 E North Ave,Arlington,Tarrant,TX,76013,817-213-8853,90,66,75,49,43
38.4454,-121.83,Single Family,Jenelle,Regusters,"Haavisto, Brian F Esq",3213 E Northeast Loop,Tampa,Hillsborough,FL,33619,813-932-8717,97,70,72,59,33
38.4454,-121.83,Single Family,Renea,Monterrubio,Wmmt Radio Station,28 Montgomery St,Atlanta,Fulton,GA,30328,770-679-4754,71,62,74,57,43
38.4454,-121.83,Multi-family,Olive,Matuszak,Colony Paints Sales Ofc & Plnt,13254 Lighthouse Ave,Cathedral City,Riverside,CA,92234,760-938-6071,70,80,73,57,22
38.02,-121.98,Multi-family,Ligia,Reiber,Floral Expressions,208 Main St #2804,Lansing,Ingham,MI,48933,517-906-1110,87,89,51,60,50
38.02,-121.98,Multi-family,Christiane,Eschberger,Casco Services Inc,96541 W Central Blvd,Phoenix,Maricopa,AZ,85034,602-390-4946,80,82,62,66,40
37.9916,-121.35,Single Family,Goldie,Schirpke,"Reuter, Arthur C Jr",36 Saint George Ave #2,Bangor,Penobscot,ME,4401,207-295-7571,75,68,58,52,24
37.9916,-121.35,Single Family,Loreta,Timenez,"Kaminski, Katherine Andritsaki",47859 Coney Island Ave,Clinton,Prince Georges,MD,20735,301-696-6422,96,73,74,50,38
37.9916,-121.35,Single Family,Fabiola,Hauenstein,Sidewinder Products Corp,8575 Lincoln Blvd,York,York,PA,17404,717-809-3121,85,72,56,51,38
38.234,-122.64,Single Family,Amie,Perigo,General Foam Corporation,598 Santa Maria Ave #7913,Mesquite,Dallas,TX,75150,972-419-7948,76,73,53,47,38
39.7251,-122.18,Multi-family,Raina,Brachle,Ikg Borden Divsn Harsco Corp,3831 Ventura Blvd,Butte,Silver Bow,MT,59701,406-318-1517,73,71,60,46,49
39.7251,-122.18,Single Family,Erinn,Canlas,Anchor Computer Inc,15 S Hacienda Dr,Livingston,Essex,NJ,7039,973-767-3010,98,81,64,59,44
38.2161,-122.11,Single Family,Cherry,Lietz,Sebring & Co,42 9th Ave Sw #91,Waterford,Oakland,MI,48329,248-980-6906,79,82,74,50,30
38.6061,-122.85,Single Family,Kattie,Vonasek,H A C Farm Lines Co Optv Assoc,2847 Boulder Crescent St,Cleveland,Cuyahoga,OH,44103,216-923-3717,94,87,53,53,48
38.6061,-122.85,Single Family,Lilli,Scriven,"Hunter, John J Esq",35 State St,Abilene,Taylor,TX,79601,325-631-1562,86,65,51,53,25
38.2954,-122.28,Single Family,Whitley,Tomasulo,Freehold Fence Co,4 S 15th St,Fort Worth,Tarrant,TX,76107,817-526-4410,89,83,80,50,21
45.6358,-121.94,Single Family,Barbra,Adkin,Binswanger,6 Kohler Memorial Dr,Brooklyn,Kings,NY,11230,718-201-3753,98,87,72,41,35
36.7,-120.68,Single Family,Hermila,Thyberg,Chilton Malting Co,3 Rancho Del Mar Shopping C,Providence,Providence,RI,2903,401-893-4884,71,85,58,66,28
37.9708,-122.53,Commercial,Jesusita,Flister,"Schoen, Edward J Jr",3945 N Highland Ave,Lancaster,Lancaster,PA,17601,717-885-9120,94,66,69,56,39
37.9708,-122.53,Single Family,Caitlin,Julia,"Helderman, Seymour Cpa",7 Williams St,Johnston,Providence,RI,2919,401-948-4984,83,70,74,59,44
37.9708,-122.53,Single Family,Roosevelt,Hoffis,"Denbrook, Myron",62 Old Dover Rd,Hialeah,Miami-Dade,FL,33014,305-622-4741,76,61,76,60,46
38.7098,-122.91,Single Family,Helaine,Halter,"Lippitt, Mike",10 Sheridan Rd,Jersey City,Hudson,NJ,7304,201-832-4170,86,88,74,51,44
38.7098,-122.91,Single Family,Lorean,Martabano,"Hiram, Hogg P Esq",85092 Southern Blvd,San Antonio,Bexar,TX,78204,210-856-4981,90,84,67,54,45
38.7098,-122.91,Single Family,France,Buzick,In Travel Agency,66 Newman Springs Rd E,Brooklyn,Kings,NY,11219,718-478-8506,88,88,75,41,47
38.379,-122.71,Single Family,Justine,Ferrario,Newhart Foods Inc,50 Stratford Ave,Pomona,Los Angeles,CA,91768,909-993-3244,87,64,54,63,25
38.379,-122.71,Single Family,Adelina,Nabours,Courtyard By Marriott,82 Pittsford Victor Rd #9,Cleveland,Cuyahoga,OH,44103,216-230-4894,72,75,69,53,40
38.379,-122.71,Single Family,Derick,Dhamer,"Studer, Eugene A Esq",87163 N Main Ave,New York,New York,NY,10013,212-304-4517,81,85,78,68,49
36.72,-120.72,Single Family,Jerry,Dallen,Seashore Supply Co Waretown,395 Lafayette Ave,Richmond,Richmond City,VA,23219,804-762-9578,78,62,65,68,36
39.96,-121.28,Single Family,Leota,Ragel,Mayar Silk Inc,101 5th Ave #33,Trion,Chattooga,GA,30753,706-221-4245,70,89,56,54,35
38.0809,-122.14,Single Family,Jutta,Amyot,National Medical Excess Corp,51 N Mays St,Broussard,Lafayette,LA,70518,337-515-1440,88,61,78,46,34
38.0809,-122.14,Multi-family,Aja,Gehrett,Stero Company,995 Washington Ave,Nutley,Essex,NJ,7110,973-544-2679,94,76,75,52,27
40.128,-122.1,Multi-family,Kirk,Herritt,"Hasting, H Duane Esq",90 15th Ave Ne,Vestal,Broome,NY,13850,607-407-3718,90,84,56,50,44
38.0809,-122.14,Multi-family,Leonora,Mauson,Insty Prints,3383 E 40th Ave,Passaic,Passaic,NJ,7055,973-412-2997,83,68,71,61,37
38.0809,-122.14,Single Family,Winfred,Brucato,Glenridge Manor Mobile Home Pk,203 Ridgewood Rd,Moscow,Latah,ID,83843,208-252-4554,80,74,74,64,26
38.0809,-122.14,Single Family,Tarra,Nachor,Circuit Solution Inc,41 Moccasin Dr,San Francisco,San Francisco,CA,94104,415-411-1777,77,85,63,64,26
37.3428,-118.47,Single Family,Corinne,Loder,Local Office,6 Carroll St,North Attleboro,Bristol,MA,2760,508-942-4188,100,72,69,41,50
37.3428,-118.47,Single Family,Dulce,Labreche,Lee Kilkelly Paulson & Kabaker,9583 E Arapahoe Rd,Rochester,Oakland,MI,48307,248-357-8720,93,71,69,58,29
37.3428,-118.47,Multi-family,Kate,Keneipp,"Davis, Maxon R Esq",35 N Michigan Ave,Green Bay,Brown,WI,54301,920-353-6379,77,81,53,54,33
37.3428,-118.47,Single Family,Kaitlyn,Ogg,"Garrison, Paul E Esq",4 S Biscayne Blvd,Baltimore,Baltimore City,MD,21230,410-665-4905,95,86,57,52,25
37.3428,-118.47,Single Family,Sherita,Saras,Black History Resource Center,10 Us Highway 22,Colorado Springs,El Paso,CO,80937,719-669-1666,74,89,79,69,46
39.9,-121.31,Single Family,Lashawnda,Stuer,"Rodriguez, J Christopher Esq",7424 Martin Ave #8,Toledo,Lucas,OH,43607,419-588-8721,84,64,76,57,41
39.3881,-121.4,Single Family,Ernest,Syrop,Grant Family Health Center,96 Chase Rd,Hyattsville,Prince Georges,MD,20785,301-998-9646,71,74,79,57,25
39.91,-121.35,Single Family,Nobuko,Halsey,Goeman Wood Products Inc,8141 I Hwy 10 #92,New Bedford,Bristol,MA,2745,508-855-9889,72,85,75,53,42
38.9374,-122.61,Single Family,Lavonna,Wolny,"Linhares, Kenneth A Esq",7 Cabot Rd,Mc Lean,Fairfax,VA,22102,703-483-1972,99,79,58,70,28
38.9374,-122.61,Single Family,Lashaunda,Lizama,Earnhardt Printing,3389 Ryan Dr,Hanover,Anne Arundel,MD,21076,410-678-2475,90,60,79,58,28
38.9374,-122.61,Commercial,Mariann,Bilden,H P G Industrys Inc,3127 Packer Ave #9851,Austin,Travis,TX,78753,512-223-4793,81,85,76,44,42
38.9374,-122.61,Single Family,Helene,Rodenberger,Bailey Transportation Prod Inc,349 Chestnut St,Peoria,Maricopa,AZ,85381,623-461-8553,95,69,59,57,23
37.755,-1.20E-13,Single Family,Roselle,Estell,Mcglynn Bliss Pc,8118 Mount Vernon Ave,Bucyrus,Crawford,OH,44820,419-571-5922,72,85,80,47,32
37.3428,-118.47,Single Family,Samira,Heintzman,Mutual Fish Co,8774 Old County Rd #5410,Kent,King,WA,98032,206-311-4139,87,88,77,68,38
37.3428,-118.47,Single Family,Margart,Meisel,"Yeates, Arthur L Aia",870 State St #38,Cincinnati,Hamilton,OH,45251,513-617-2364,81,63,73,41,31
37.3362,-118.52,Single Family,Kristofer,Bennick,"Logan, Ronald J Esq",774 W River Dr,Bloomington,Monroe,IN,47404,812-368-1513,85,64,62,55,36
37.34,-118.47,Single Family,Weldon,Acuff,Advantage Martgage Company,75 W Barstow Ave,Arlington Heights,Cook,IL,60004,847-353-2158,75,75,70,51,34
36.5991,-121.85,Single Family,Shalon,Shadrick,Germer And Gertz Llp,61049 Mayfield Ave,Brooklyn,Kings,NY,11223,718-232-2339,89,82,65,60,33
36.5991,-121.85,Single Family,Denise,Patak,Spence Law Offices,2141 Santa Rosa Ave,Orlando,Orange,FL,32801,407-446-4360,84,65,69,64,31
37.3084,-118.54,Single Family,Louvenia,Beech,John Ortiz Nts Therapy Center,600 43rd St,Beverly Hills,Los Angeles,CA,90210,310-820-2119,88,83,80,53,29
37.2449,-121.8,Single Family,Audry,Yaw,Mike Uchrin Htg & Air Cond Inc,70295 Pioneer Ct,Brandon,Hillsborough,FL,33511,813-797-4818,75,64,79,53,25
37.2449,-121.8,Single Family,Kristel,Ehmann,"Mccoy, Joy Reynolds Esq",92899 Kalakaua Ave,El Paso,El Paso,TX,79925,915-452-1292,84,63,66,57,39
37.2449,-121.8,Multi-family,Vincenza,Zepp,Kbor 1600 Am,397 S 6th St #2,El Cajon,San Diego,CA,92020,619-603-5127,89,89,66,67,21
37.2449,-121.8,Multi-family,Elouise,Gwalthney,Quality Inn Northwest,9508 Edgemore Ave,Bladensburg,Prince Georges,MD,20710,301-841-5014,84,84,55,65,24
37.33,-121.74,Multi-family,Venita,Maillard,Wallace Church Assoc Inc,72119 S Walker Ave #65,Anaheim,Orange,CA,92801,714-523-6655,72,86,61,51,27
37.33,-121.74,Single Family,Kasandra,Semidey,Can Tron,371 Latham St #500,Saint Louis,Saint Louis City,MO,63102,314-732-9133,71,79,75,57,37
39.68,-121.49,Single Family,Xochitl,Discipio,Ravaal Enterprises Inc,3160 Runamuck Pl,Round Rock,Williamson,TX,78664,512-233-1833,70,80,79,42,50
39.67,-121.48,Single Family,Maile,Linahan,Thompson Steel Company Inc,11 Plainsboro Rd #598,Greensboro,Guilford,NC,27409,336-670-2642,84,84,61,45,49
39.69,-121.5,Single Family,Krissy,Rauser,"Anderson, Mark A Esq",8730 S Broad St,Coram,Suffolk,NY,11727,631-443-4712,78,86,52,52,20
38.6707,-121.97,Multi-family,Pete,Dubaldi,Womack & Galich,2217 Prosperity Dr,Lyndhurst,Bergen,NJ,7071,201-825-2516,76,80,78,46,24
38.6707,-121.97,Single Family,Linn,Paa,Valerie & Company,3 S Pine St,Memphis,Shelby,TN,38112,901-412-4383,80,77,63,60,42
35.5708,-121.06,Single Family,Paris,Wide,Gehring Pumps Inc,189 Market St,Atlanta,Fulton,GA,30342,404-505-4447,80,83,57,43,20
37.71,-121.86,Single Family,Wynell,Dorshorst,"Haehnel, Craig W Esq",94290 S Buchanan St,Pacifica,San Mateo,CA,94044,650-473-1264,88,60,66,48,38
33.9244,-116.57,Single Family,Quentin,Birkner,Spoor Behrins Campbell & Young,7063 N 2nd St,Burnsville,Dakota,MN,55337,952-702-7995,83,79,54,61,20
38.4253,-122.83,Single Family,Regenia,Kannady,Ken Jeter Store Equipment Inc,10761 Main St,Scottsdale,Maricopa,AZ,85260,480-726-1282,98,72,52,43,39
38.4253,-122.83,Single Family,Sheron,Louissant,"Potter, Brenda J Cpa",99 E 3rd St #9,Long Island City,Queens,NY,11101,718-976-8612,82,70,69,51,23
38.0223,-122.54,Single Family,Izetta,Funnell,Baird Kurtz & Dobson,84 Winsor St #54,Atlanta,Dekalb,GA,30340,770-844-3449,81,75,73,41,45
38.0223,-122.54,Commercial,Rodolfo,Butzen,"Minor, Cynthia A Esq",43 Steel Ct,Northfield,Rice,MN,55057,507-210-3512,87,70,80,66,46
38.0223,-122.54,Single Family,Zona,Colla,"Solove, Robert A Esq",49442 Dearborn St,Norwalk,Fairfield,CT,6854,203-461-1951,80,67,59,65,28
38.5,-120.21,Single Family,Serina,Zagen,Mark Ii Imports Inc,9 S Beverly Dr,Fort Wayne,Allen,IN,46802,260-273-3727,96,63,54,46,47
38.63,-121.14,Single Family,Paz,Sahagun,White Sign Div Ctrl Equip Co,921 Wall Blvd,Meridian,Lauderdale,MS,39307,601-927-8289,90,79,61,67,38
38.63,-121.14,Single Family,Markus,Lukasik,M & M Store Fixtures Co Inc,91 20th St E #779,Sterling Heights,Macomb,MI,48310,586-970-7382,97,85,55,62,40
38.63,-121.14,Single Family,Jaclyn,Bachman,Judah Caster & Wheel Co,723 Interstate 45 S,Colorado Springs,El Paso,CO,80919,719-853-3602,86,81,78,59,24
38.63,-121.14,Single Family,Cyril,Daufeldt,Galaxy International Inc,5 Lawton St,New York,New York,NY,10013,212-745-8486,97,74,78,64,33
38.63,-121.14,Single Family,Gayla,Schnitzler,Sigma Corp Of America,40 Pleasant Hill Rd,Hayward,Alameda,CA,94545,510-686-3409,89,83,55,65,44
38.63,-121.14,Single Family,Erick,Nievas,"Soward, Anne Esq",47 E Acacia Ct,Chicago,Cook,IL,60624,773-704-9905,77,88,77,57,37
38.63,-121.14,Single Family,Jennie,Drymon,"Osborne, Michelle M Esq",63730 Poway Rd #1,Scranton,Lackawanna,PA,18509,570-218-4833,75,60,68,50,21
38.63,-121.14,Single Family,Mitsue,Scipione,Students In Free Entrprs Natl,79 222 Dr,Oroville,Butte,CA,95965,530-986-9274,88,81,62,44,29
38.63,-121.14,Single Family,Ciara,Ventura,"Johnson, Robert M Esq",55 W Carey St,Port Jervis,Orange,NY,12771,845-823-8879,80,82,75,41,27
38.63,-121.14,Multi-family,Galen,Cantres,Del Charro Apartments,619 Nw 36th Ave,Brook Park,Cuyahoga,OH,44142,216-600-6113,79,80,72,47,26
38.63,-121.14,Multi-family,Truman,Feichtner,Legal Search Inc,541 Coldwater Canyon Ave,Bloomfield,Essex,NJ,7003,973-852-2738,82,80,57,53,48
38.63,-121.14,Multi-family,Gail,Kitty,Service Supply Co Inc,737 Crawford Dr,Anchorage,Anchorage,AK,99501,907-435-9168,70,83,58,48,31
38.63,-121.14,Single Family,Dalene,Schoeneck,"Sameshima, Douglas J Esq",912 Rahway Ave,Philadelphia,Philadelphia,PA,19102,215-268-1277,78,60,57,56,24
38.1,-121.35,Single Family,Gertude,Witten,"Thompson, John Randolph Jr",9 Tarrytown Rd,Cincinnati,Hamilton,OH,45217,513-977-7045,95,85,51,58,38
37.98,-121.31,Single Family,Lizbeth,Kohl,E T Balancing Co Inc,35435 Blake St #588,Gardena,Los Angeles,CA,90248,310-699-1224,77,68,69,59,29
37.34,-121.74,Single Family,Glenn,Berray,"Griswold, John E Esq",31 Cherry St #7073,Des Moines,Polk,IA,50315,515-370-7350,88,64,71,58,23
37.34,-121.74,Multi-family,Lashandra,Klang,Acqua Group,812 N La Brea Ave,King of Prussia,Montgomery,PA,19406,610-809-1820,99,88,65,41,47
38.3155,-122.68,Single Family,Lenna,Newville,"Brooks, Morris J Jr",989 Main St,Raleigh,Wake,NC,27601,919-623-2526,99,62,61,41,34
37.81,-121.1,Single Family,Laurel,Pagliuca,Printing Images Corp,38 Enterprise St Se,Richland,Benton,WA,99352,509-695-5201,88,73,55,52,29
38.2161,-122.11,Single Family,Mireya,Frerking,Roberts Supply Co Inc,8431 Miller Rd,Pelham,Westchester,NY,10803,914-868-5967,76,77,56,63,20
39.2079,-121.3,Single Family,Annelle,Tagala,Vico Products Mfg Co,7 W 7th St,Parkville,Baltimore,MD,21234,410-757-1037,74,63,57,57,46
39.22,-121.28,Single Family,Dean,Ketelsen,J M Custom Design Millwork,4 Flynn Rd,Hicksville,Nassau,NY,11801,516-847-4420,78,81,51,58,45
39.92,-121.35,Single Family,Levi,Munis,Farrell & Johnson Office Equip,2096 Ne 36th Ave,Worcester,Worcester,MA,1603,508-456-4909,91,86,65,52,48
36.6328,-120.53,Single Family,Sylvie,Ryser,Millers Market & Deli,651 Tulane Ave,Tulsa,Tulsa,OK,74105,918-644-9557,89,64,77,65,38
